UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15,Similar School 16,Similar School 17,Similar School 18,Similar School 19,Similar School 20,Similar School 21,Similar School 22,Similar School 23,Similar School 24,Similar School 25,Similar School 26,Similar School 27,Similar School 28,Similar School 29,Similar School 30
114840,108861,176451,165705,233842,190080,112127,115214,126979,177092,239424,439817,176600,164474,227289,143233,150288,455099,195155,179317,215424,156222,243498,124283,206516,189981,219240,150215,145275,169099,213631
115083,234915,11508306,11508303,11508305,455664,143978,459745,240213,229780,119605,141644,190716,110307,214883,209296,219639,369659,170842,163578,243823,448284,224004,155335,155089,474863,151290,229160,238980,231651,439701
115214,190080,233842,165705,108861,176451,112127,114840,146728,165945,125718,213640,148885,143659,227289,243498,176600,189981,195580,150288,455099,179317,203067,143233,154536,239424,195155,186122,124283,219240,164474
115409,399911,163976,123165,140696,216287,213385,197133,212911,198385,112260,164465,218070,121345,121257,168281,228343,168218,149781,167835,165936,211273,216524,166018,146481,204909,124292,230816,195474,152080,441982
115728,215691,16947918,16947912,16947910,16947905,16947904,16947907,16947909,16947903,16947915,115773,195544,212984,199412,168290,120537,125897,114813,245883,120184,181093,229267,219833,119173,134945,150163,118888,144281,197197,165529
115746,165495,246789,15468801,15468802,20627901,20627902,20627905,20627903,231147,451130,189015,148982,138929,450942,455169,446932,108870,114549,120795,14736902,14736901,188207,112251,455178,451510,441308,409254,114585,145619,157207
115755,155025,221768,174358,171456,230603,107983,168430,186371,207865,168263,235167,144892,196200,240480,240471,161226,157401,240727,181215,128771,149772,178615,186876,187444,130776,366711,180461,219356,126580,228529
115773,115728,11577301,167394,181093,197911,120537,212984,195173,148849,218238,245953,210304,217013,444398,162210,201964,195544,198598,241191,215691,381787,174437,219198,139630,388520,210331,146393,151786,133711,220701
116712,132842,245892,209108,245883,192563,122649,233356,105367,177986,439783,147590,245838,428259,150172,244190,442897,155900,178721,228866,117575,169479,129534,162061,135364,454829,448804,135610,141936,480198,154837
116846,239512,446048,240338,192864,234173,181738,235024,454184,221351,121309,124292,137847,126678,120254,157818,173902,217998,125763,209922,140696,144740,168290,202903,115409,209056,19554401,142294,194073,194310,236577
117104,217606,163532,186186,134510,205124,436614,245777,197674,181376,164614,194736,186900,211024,200873,224244,112084,441609,451370,222877,199315,194569,13247101,476692,177816,207157,199759,446233,476601,417752,190248
117113,441973,117928,450094,224776,468015,126702,234492,173887,451848,210942,458982,381787,197832,410502,458496,148177,222938,134811,449010,145460,366748,402776,432533,367194,146010,104188,450535,448734,208239,119775
117140,186584,195720,132471,145619,174817,216852,213367,122612,188429,121150,178059,191649,109785,185572,232885,201548,198136,228246,193654,143118,129941,191931,215442,110097,122436,160755,215655,146612,228875,151263
117168,143048,164748,186584,235024,169424,194310,163295,215655,133553,19554401,195720,165495,120865,202170,146612,197151,148627,122612,195234,189981,200004,430810,366368,110370,172051,220473,185572,192712,194578,101693
117520,441104,177427,126012,455433,384306,166717,164915,218751,169220,220996,407629,141936,172477,167181,401250,108269,219240,123095,142832,454838,374024,169099,147129,420246,154156,148575,439446,120698,475273,177038
117575,129534,135364,260947,458113,102261,154837,204990,443340,172033,216816,206288,203997,211130,177126,127714,116712,457226,175139,247825,206215,444778,122603,215619,139348,177278,212443,101453,209108,366793,451370
117627,114813,219833,134945,210775,148335,199412,197045,16947915,225399,164492,156365,214272,144281,186432,157216,414823,152099,230807,195544,183974,197197,113698,214069,125897,136206,439288,199306,192703,150163,161518
117636,143853,193830,239169,423643,112525,148511,164580,186867,129242,441982,121150,217165,216597,14902801,215123,168148,197221,192819,195474,216366,228644,149763,163259,159373,223223,166869,181428,209490,167835,218335
117672,147590,461847,439783,233356,228866,177986,457183,476717,154837,123943,122649,461883,384421,451398,164915,401250,232885,235547,374024,141936,113704,123633,439446,480134,445735,420246,244190,445267,459824,440411
117751,174491,150604,211981,212197,212656,16822703,16822701,215813,156213,213996,236133,184348,180106,150677,166391,153320,209612,217633,147244,213507,219000,184694,166850,233295,219806,211352,190983,149514,154712,215798
117928,441973,450094,117113,468015,224776,126702,234492,173887,451848,458982,197832,449010,210942,134811,381787,148177,458496,222938,432533,145460,367194,366748,410502,208239,146010,448734,113582,450535,104188,142887
117946,209825,165662,19457801,163046,181002,235316,201645,216597,129242,191968,14902801,209056,212106,215929,206622,207458,192819,215770,217402,227757,150163,207971,450304,121691,121309,153269,236577,164739,149763,137847
118693,216542,190248,166850,236133,167260,146825,167251,152363,198899,213358,194392,219091,161563,154855,141185,129774,181853,112084,171881,207689,157100,138868,191621,167455,231420,231086,207856,215947,138293,436614
118888,197197,229267,207324,189097,198950,211431,217961,236595,120254,211556,146719,221351,196468,237066,193584,165671,120883,163462,207458,173902,150163,122436,126678,209922,157818,212054,164562,145725,181446,162760
119058,127653,444990,137546,161457,142461,129428,183275,153861,155335,153366,245838,129242,136950,191968,384254,236452,199306,216597,163046,117946,235316,181002,122931,217235,195304,14902801,231059,209108,165662,209825
119173,193399,238193,227331,239390,232672,239318,186432,120184,184612,11917301,198598,212984,164173,195243,165671,115728,225399,199412,199032,218238,114813,192864,190761,160065,207582,141486,118888,156286,173328,179450
119605,141644,234915,115083,196592,163578,104717,127918,43018403,44378405,23368408,45316304,45316306,23368407,43018402,45891903,23368404,45897301,45897302,44903802,44903801,45896401,23368411,44378403,23368409,44903804,43018404,43018401,44903803,23368403,23368405
119775,210942,458982,458496,104188,222938,148177,142887,146010,447458,449010,402776,134811,145460,197832,126702,173887,178226,451796,451820,138813,377546,420042,456010,208239,167321,443544,410502,367194,450094,113582
120184,165529,144962,212832,215691,214272,183910,214069,161165,149505,184612,204468,193353,148496,225399,206437,113698,199412,201548,165699,217165,119173,114813,183211,155520,236230,102049,219833,167598,239080,195544
120254,126678,173902,221351,209922,157818,189097,181446,196866,173258,191515,213385,202523,216287,197133,212674,237057,210401,128902,166124,203535,130590,212577,161086,236328,218070,212009,212911,153384,198385,161004
120403,169442,122506,109651,166656,168227,140951,131283,173045,219976,122296,192703,166984,110370,192110,215105,174127,449764,215770,167057,214971,202046,262022,177746,192712,215132,437316,202073,148511,228149,239309
120537,167394,162210,217013,219198,204468,197911,149505,167251,153621,213303,449870,461795,215691,191621,215947,150604,207856,216542,201964,212656,139393,166850,181093,209409,117751,190248,221661,211981,184612,440411
120698,166717,126012,218751,164915,220996,188207,117520,169220,142832,441104,177427,401250,167181,108269,454838,374024,123095,141936,455433,384306,221670,193751,245865,214564,167215,231068,228194,451130,177986,402828
120768,439446,475273,420246,155636,460349,102395,198747,177038,449481,455433,443049,384306,169099,407629,219240,480198,155900,445735,154156,117520,172477,147590,126012,441104,177427,233356,147129,154837,122649,231970
120795,14736901,14736902,165705,233842,108861,112127,219240,169099,144014,178518,223001,190080,246789,176451,146977,157207,114840,191320,224305,220871,115214,209241,186122,195580,215424,459736,151865,21036802,23384201,15483701
120838,441478,110060,202806,445735,172608,123448,480198,172033,457226,123633,122117,247825,442897,445133,147031,444699,154837,155900,189228,439020,459824,122649,167215,457697,447698,245883,130581,169327,239743,228194
120865,125763,234173,218441,140988,174792,191515,122728,147679,221661,214157,194958,165936,231059,167288,153162,183239,215798,123457,117168,176619,184348,191533,238476,233426,168281,153834,232043,213668,123651,147660
120883,122436,207458,207971,117946,121150,201645,145725,122612,196468,236595,123961,209825,239105,163046,181002,131159,144740,212106,150163,209056,165662,191649,215132,19457801,215770,443331,212054,195809,219709,143358
121150,168148,216597,129242,164580,14902801,441982,207971,117636,217165,186867,192819,167835,423643,195474,168421,186131,110097,197221,143853,139658,152080,179867,109785,165015,217156,193830,199847,130697,197133,174844
121257,168281,216287,213385,165936,218070,197133,228343,212911,198385,121345,164465,112260,168218,146481,204909,167996,211273,216524,230959,149781,160977,190099,166018,173258,210401,120254,191515,202523,126678,199865
121309,137847,236577,110361,181002,209825,110413,215770,207458,193973,19457801,19554401,163046,219976,173045,165662,117946,168005,154235,148627,147679,177968,110370,208488,176053,204617,129242,150163,450304,130226,14902801
121345,164465,212911,112260,197133,198385,216287,218070,213385,168218,121257,149781,211273,228343,166018,216524,146481,204909,166939,168342,161004,168281,199865,161086,153384,203535,191515,126678,128902,165936,209922
121381,178226,443687,434982,445300,406194,260813,381787,222938,440147,458982,445072,402776,104188,437848,134811,458496,148177,438416,445391,442143,420042,210942,146010,119775,442170,440448,450492,197832,440439,449898
121691,215929,140447,164739,152318,129242,14902801,235316,216597,163046,170301,117946,209825,19457801,191968,181002,165662,177968,192819,136774,165015,213543,130697,153269,217402,194824,221971,226231,188526,133881,130226
121983,442222,454227,461883,436094,420866,466921,126030,447272,450298,453215,449038,436438,459259,453163,458919,443784,480082,228866,439914,434441,447801,430184,447698,444699,366605,460871,466930,11458501,429085,451130
122117,123633,445735,480198,442949,439783,430704,429085,130581,459824,220996,459745,209296,444699,11508306,11508305,11508303,143978,439020,240213,369659,439914,447698,110307,11458501,142832,429094,459222,455664,11917301,108269
122296,166656,166869,179265,215132,149763,238324,437316,177719,131283,192703,120403,173045,262022,168227,215770,169442,148511,188526,167093,219976,145628,458210,443331,149028,181297,445735,148593,454856,459824,180878
122409,216339,178402,240453,110583,186399,145600,229027,104179,199148,209807,448886,182290,157289,126562,172699,228769,240727,407009,156125,206604,230728,151111,420574,202134,206084,141574,220862,228778,236948,187985
122436,236595,145725,122612,193654,120883,228875,174914,219709,194310,110468,123961,131159,127060,239105,196468,160755,144740,227845,207971,212054,111948,191649,206622,186584,207458,19554401,195809,146719,145628,195720
122454,202170,215105,221892,449764,164933,235024,207582,207324,215053,234173,366368,110370,147679,174437,164748,143048,192864,236896,221014,211556,190716,437316,214148,197197,202046,445708,169424,206437,136330,202073
122506,169442,120403,173045,215105,140951,202073,168227,177746,219976,166656,449764,215770,166984,214971,109651,131283,192712,202046,174127,192110,239309,110370,192703,122296,167057,262022,437316,102049,207971,209825
122597,190594,136172,190664,190549,190512,122755,190567,110565,110583,225511,190682,209807,228769,137351,448886,196228,140164,156125,139940,181394,407009,110592,110398,142115,151111,206941,110556,196592,169798,420574
122603,139348,206215,216816,177278,366793,175139,206288,177126,211130,203997,216463,215619,23384201,15483701,21036802,21036801,177092,179317,131973,196884,173896,127273,157298,160029,219240,124283,239424,195155,169099,193894
122612,194310,144740,193654,122436,228875,19554401,186584,195720,148627,174914,164748,143048,236595,131159,239105,127060,145725,120883,227845,236577,206622,185572,123970,194578,207971,111391,213367,160755,219709,175281
122649,244190,369002,402828,123448,147590,233356,439783,192563,442897,154837,162061,150172,116712,428259,209108,177986,260947,126030,172477,172608,245838,129534,167215,135364,141936,126049,228194,401250,164915,445735
122728,15178601,176619,189981,462354,206437,215114,120865,459736,16822701,16822703,125763,21510501,160409,112075,112127,198215,207582,215813,174437,123651,220473,21997601,246789,151865,221014,185758,172705,148131,218441,195580
122755,122597,190664,190594,190549,190512,136172,110617,166638,190567,110565,110583,225511,228769,209807,190682,110592,448886,151111,181394,196228,137351,140164,156125,407009,142115,110398,18017901,420574,139940,206941
122843,437848,146393,446039,454245,475741,443766,126827,121381,145770,178226,214883,210304,208239,466930,398130,410502,381787,439914,457129,444699,447698,443687,209296,430704,369659,445717,441308,110307,443890,429085
122931,129428,235316,206622,111948,217402,153269,224323,191931,216597,217156,163046,198419,199847,228246,166124,214175,159656,212601,165662,117946,129242,196413,130794,195030,233374,236328,127060,217235,236595,165334
123095,108269,220996,142832,126012,147031,441104,169220,167181,167215,401250,177427,164915,209296,441308,166717,369659,117520,141936,110307,228194,126049,218751,11508306,11508305,11508303,445735,11917301,459745,23384201,21036802
123165,399911,115409,168218,211273,167835,166939,163976,197133,212911,198385,152390,216287,121345,164465,112260,213385,218070,140696,149781,124292,166018,228343,189097,216524,138600,204909,121257,146481,168281,199865
123280,170091,179256,224244,366003,194569,137962,164614,217606,221856,157030,199315,475608,207157,199971,178679,230889,207856,185758,176336,443340,451370,154536,443058,157076,172705,219842,213446,156356,151865,180258
123448,167215,228194,126049,480198,245883,122649,445735,244190,146241,442949,202806,105367,172033,123633,164872,122117,160065,120838,457226,457697,454689,110060,440794,15468802,15468801,369002,450942,247825,110307,108269
123457,184773,15336601,217688,130314,153278,140988,192864,226471,214157,137564,154350,232043,230807,226383,439288,150668,222983,220631,219842,238333,144962,230825,101693,133553,220516,213668,210775,169628,173142,15178601
123554,186283,16822702,129525,137546,221971,152600,211088,201195,230995,147828,130226,173160,166452,173045,107044,219976,215770,130253,231068,167899,238324,212133,228149,209825,181002,14902801,117946,191968,192819,235316
123572,433660,184782,165024,214041,233277,185590,170082,130493,214607,128771,149231,181215,196246,157401,163851,221847,185572,212115,240189,215655,196200,196149,216038,176965,221740,200004,216764,214713,216010,146612
123633,122117,445735,442949,480198,130581,439783,439020,444699,439914,447698,369659,209296,429085,11458501,110307,108269,459824,430704,429094,220996,459745,11508306,11508305,11508303,123095,240213,143978,466930,11917301,457129
123651,219383,209409,137564,176619,112075,136330,207403,179548,176947,177339,198215,224527,174437,146339,180595,219000,237312,147660,101435,221661,221014,218441,154235,153126,212197,154101,164562,228981,150941,110413
123943,167093,186122,195580,194073,164915,439817,401250,179317,177092,141936,169424,124283,235547,374024,440031,239424,126979,214564,195155,455099,164085,165945,148885,125718,167464,193405,239637,111391,123970,188535
123952,108870,148487,225627,202170,110370,15468801,15468802,143048,120403,165495,20627906,20627902,20627901,20627905,20627903,163295,168005,214971,366368,189015,166984,169442,148982,151786,235024,122506,409254,432357,169716,199412
123961,135726,110662,110680,215293,215062,212054,190150,131496,162928,193900,131469,12293101,221999,144050,181464,201645,227757,146719,211440,122436,228778,160755,110635,236595,145725,163286,110705,110644,110653,164988
